"","grid_id","zscore","bin","surveyed","num_times_","midx","midy","abun_std","trans_len"
"6409",6409,-0.286154241620433,"0",1,1,-85.1162739132,45.9873249214,0,3.483401934
"6410",6410,-0.25692574280677,"0",1,1,-85.0713078109,45.9873249214,0,3.483486536
"6411",6411,-0.25692574280677,"0",1,1,-85.0263417086,45.9873249214,0,3.483574218
"6412",6412,-0.22244114312648,"0",1,1,-84.9813756063,45.9873249214,0,2.382966916
"6510",6510,-0.216324604171552,"0",1,3,-86.2404264708,45.9423588191,0.724,2.761608017
"6511",6511,-0.248587595808166,"0",1,3,-86.1954603685,45.9423588191,0.24,2.777268363
"6512",6512,-0.250603260198247,"0",1,3,-86.1504942662,45.9423588191,0.275,4.851412232
"6513",6513,-0.244051203057824,"0",1,3,-86.1055281639,45.9423588191,0.862,1.816540217
"6514",6514,-0.165158603189543,"0",1,3,-86.0605620616,45.9423588191,1.667,4.798840068
"6517",6517,-0.22244114312648,"0",1,1,-85.9256637547,45.9423588191,0,1.264828526
"6518",6518,-0.255607984993664,"0",1,1,-85.8806976524,45.9423588191,0,3.485136436
"6519",6519,-0.252972469367454,"0",1,1,-85.8357315501,45.9423588191,0.287,3.485181482
"6520",6520,-0.252972469367454,"0",1,1,-85.7907654478,45.9423588191,0.287,3.485229616
"6521",6521,-0.237163967100828,"0",1,1,-85.7457993455,45.9423588191,0.287,3.485280838
"6522",6522,-0.234533042965255,"0",1,1,-85.7008332432,45.9423588191,3.443,3.485335146
"6523",6523,-0.234533042965255,"0",1,1,-85.6558671409,45.9423588191,0.574,3.48539254
"6524",6524,-0.279084512546844,"0",1,1,-85.6109010386,45.9423588191,0.287,3.485453019
"6525",6525,-0.266132243070361,"0",1,1,-85.5659349363,45.9423588191,0.574,3.485516583
"6526",6526,-0.279084512546844,"0",1,1,-85.520968834,45.9423588191,0,3.485583231
"6527",6527,-0.279084512546844,"0",1,1,-85.4760027317,45.9423588191,0.287,3.485652963
"6528",6528,-0.251988677003907,"0",1,1,-85.4310366294,45.9423588191,0,3.485725777
"6529",6529,-0.261408135903233,"0",1,1,-85.3860705271,45.9423588191,4.59,3.485801675
"6530",6530,-0.221314843771779,"0",1,1,-85.3411044248,45.9423588191,1.434,3.485880654
"6531",6531,-0.273197864224675,"0",1,1,-85.2961383225,45.9423588191,1.147,3.485962715
"6532",6532,-0.281442458211132,"0",1,1,-85.2511722202,45.9423588191,0,3.486047857
"6533",6533,-0.283800403875421,"0",1,1,-85.2062061179,45.9423588191,0,3.48613608
"6534",6534,-0.268490188734649,"0",1,1,-85.1612400155,45.9423588191,0,3.486227382
"6535",6535,-0.282621431043277,"0",1,1,-85.1162739132,45.9423588191,0,3.486321765
"6536",6536,-0.287333214452578,"0",1,1,-85.0713078109,45.9423588191,0,3.486419227
"6537",6537,-0.287333214452578,"0",1,1,-85.0263417086,45.9423588191,0,3.486519767
"6538",6538,-0.287333214452578,"0",1,1,-84.9813756063,45.9423588191,0,3.486623387
"6539",6539,-0.217882890525754,"0",1,1,-84.936409504,45.9423588191,0,2.566036617
"6650",6650,-0.218158505799287,"0",1,3,-86.2853925731,45.8973927168,0,2.502775384
"6651",6651,-0.273074626646402,"0",1,3,-86.2404264708,45.8973927168,0.19,3.507867796
"6652",6652,-0.27650884716094,"0",1,3,-86.1954603685,45.8973927168,0.577,4.621186898
"6653",6653,-0.281442458211132,"0",1,3,-86.1504942662,45.8973927168,0,1.933130661
"6654",6654,-0.217872289938311,"0",1,3,-86.1055281639,45.8973927168,0,5.481931473
"6658",6658,-0.25692574280677,"0",1,1,-85.9256637547,45.8973927168,0,3.20488141
"6659",6659,-0.281446566130408,"0",1,1,-85.8806976524,45.8973927168,0,3.487777761
"6660",6660,-0.275559917808239,"0",1,1,-85.8357315501,45.8973927168,0.287,3.487816678
"6661",6661,-0.283796295956145,"0",1,1,-85.7907654478,45.8973927168,0,3.487858685
"6662",6662,-0.267323539660333,"0",1,1,-85.7457993455,45.8973927168,0.287,3.487903781
"6663",6663,-0.248476406023129,"0",1,1,-85.7008332432,45.8973927168,0.573,3.487951966
"6664",6664,-0.273206080063226,"0",1,1,-85.6558671409,45.8973927168,0.573,3.488003238
"6665",6665,-0.249659486774548,"0",1,1,-85.6109010386,45.8973927168,0.573,3.488057598
"6666",6666,-0.0860944649714642,"0",1,1,-85.5659349363,45.8973927168,4.3,3.488115045
"6667",6667,-0.255542027177442,"0",1,1,-85.520968834,45.8973927168,0.86,3.488175577
"6668",6668,-0.160234192060448,"0",1,1,-85.4760027317,45.8973927168,0.86,3.488239195
"6669",6669,-0.197891488061374,"0",1,1,-85.4310366294,45.8973927168,3.727,3.488305898
"6670",6670,-0.246102028681737,"0",1,1,-85.3860705271,45.8973927168,0.287,3.488375686
"6671",6671,-0.276730674801831,"0",1,1,-85.3411044248,45.8973927168,0.287,3.488448557
"6672",6672,-0.274380944976095,"0",1,1,-85.2961383225,45.8973927168,0.573,3.488524512
"6673",6673,-0.281450674049684,"0",1,1,-85.2511722202,45.8973927168,0,3.48860355
"6674",6674,-0.262607648331756,"0",1,1,-85.2062061179,45.8973927168,0.573,3.48868567
"6675",6675,-0.261428675499612,"0",1,1,-85.1612400155,45.8973927168,4.3,3.488770872
"6676",6676,-0.190842298584163,"0",1,1,-85.1162739132,45.8973927168,1.147,3.488859155
"6677",6677,-0.267327647579608,"0",1,1,-85.0713078109,45.8973927168,0,3.488950519
"6678",6678,-0.236752404410099,"0",1,1,-85.0263417086,45.8973927168,0,3.489044964
"6679",6679,-0.279096836304671,"0",1,1,-84.9813756063,45.8973927168,0,3.489142489
"6680",6680,-0.267331755498884,"0",1,1,-84.936409504,45.8973927168,0.86,3.489243094
"6681",6681,-0.243082398533207,"0",1,1,-84.8914434017,45.8973927168,0,3.489346778
"6682",6682,-0.173079507695594,"0",1,1,-84.8464772994,45.8973927168,0.437,2.28617372
"6792",6792,-0.185376189130111,"0",1,3,-86.3303586754,45.8524266145,0.299,2.231156081
"6793",6793,-0.269122808303117,"0",1,3,-86.2853925731,45.8524266145,0.618,3.777273747
"6794",6794,-0.232989550353499,"0",1,3,-86.2404264708,45.8524266145,1.98,4.378226509
"6795",6795,-0.265692695707854,"0",1,3,-86.1954603685,45.8524266145,1.628,1.637722725
"6796",6796,-0.210727494001359,"0",1,3,-86.1504942662,45.8524266145,0.582,5.730128604
"6800",6800,-0.220734448548069,"0",1,1,-85.970629857,45.8524266145,0.322,3.101359811
"6801",6801,-0.276599221385007,"0",1,1,-85.9256637547,45.8524266145,0,3.490533802
"6802",6802,-0.272035323069634,"0",1,1,-85.8806976524,45.8524266145,1.146,3.490586087
"6803",6803,-0.269677377405345,"0",1,1,-85.8357315501,45.8524266145,2.292,3.490641459
"6804",6804,-0.234398566665086,"0",1,1,-85.7907654478,45.8524266145,0,3.490699917
"6805",6805,-0.250854891283796,"0",1,1,-85.7457993455,45.8524266145,3.724,3.490761462
"6806",6806,-0.23791494556514,"0",1,1,-85.7008332432,45.8524266145,4.583,3.490826091
"6807",6807,-0.24614721579377,"0",1,1,-85.6558671409,45.8524266145,1.146,3.490893806
"6808",6808,-0.0649510044591083,"0",1,1,-85.6109010386,45.8524266145,3.438,3.490964605
"6809",6809,-0.0672760867691906,"0",1,1,-85.5659349363,45.8524266145,42.681,3.491038488
"6810",6810,0.00566412789127013,"0",1,1,-85.520968834,45.8524266145,1.719,3.491115454
"6811",6811,-0.0990713819636018,"0",1,1,-85.4760027317,45.8524266145,25.206,3.491195503
"6812",6812,-0.0896478151449998,"0",1,1,-85.4310366294,45.8524266145,16.899,3.491278635
"6813",6813,-0.208498135631396,"0",1,1,-85.3860705271,45.8524266145,1.146,3.491364847
"6814",6814,-0.276738890640383,"0",1,1,-85.3411044248,45.8524266145,0,3.491454142
"6815",6815,-0.27556813364679,"0",1,1,-85.2961383225,45.8524266145,1.146,3.491546516
"6816",6816,-0.267339971337436,"0",1,1,-85.2511722202,45.8524266145,0.286,3.491641972
"6817",6817,-0.277921971391803,"0",1,1,-85.2062061179,45.8524266145,1.146,3.491740507
"6818",6818,-0.16968651431398,"0",1,1,-85.1612400155,45.8524266145,0.286,3.491842122
"6819",6819,-0.189687973267674,"0",1,1,-85.1162739132,45.8524266145,18.042,3.491946816
"6820",6820,-0.139115379063747,"0",1,1,-85.0713078109,45.8524266145,3.723,3.492054589
"6821",6821,-0.216755053375681,"0",1,1,-85.0263417086,45.8524266145,12.313,3.49216544
"6822",6822,-0.214405323549944,"0",1,1,-84.9813756063,45.8524266145,1.145,3.492279369
"6823",6823,-0.255570782612372,"0",1,1,-84.936409504,45.8524266145,4.009,3.492396375
"6824",6824,-0.22264170169785,"0",1,1,-84.8914434017,45.8524266145,1.718,3.49251646
"6825",6825,-0.236128000680183,"0",1,1,-84.8464772994,45.8524266145,8.876,3.492639621
"6826",6826,-0.170826882863839,"0",1,1,-84.8015111971,45.8524266145,0.862,3.479424613
"6930",6930,-0.0889532457435872,"0",1,3,-86.3753247777,45.8074605122,17.808,1.946742874
"6931",6931,-0.168536296916766,"0",1,3,-86.3303586754,45.8074605122,6.076,4.059488811
"6932",6932,-0.150679171825021,"0",1,3,-86.2853925731,45.8074605122,1.536,4.122524131
"6933",6933,-0.226655138830272,"0",1,3,-86.2404264708,45.8074605122,8.813,1.891198581
"6934",6934,-0.164445329222823,"0",1,3,-86.1954603685,45.8074605122,0.501,5.99110192
"6938",6938,-0.217888190819476,"0",1,1,-86.0155959593,45.8074605122,0.859,3.49319537
"6939",6939,-0.276603329304283,"0",1,1,-85.970629857,45.8074605122,0,3.493229181
"6940",6940,-0.28145478196896,"0",1,1,-85.9256637547,45.8074605122,1.145,3.493266084
"6941",6941,-0.273218403821053,"0",1,1,-85.8806976524,45.8074605122,0.286,3.493306079
"6942",6942,-0.189766023733913,"0",1,1,-85.8357315501,45.8074605122,0.573,3.493349165
"6943",6943,-0.254408241457331,"0",1,1,-85.7907654478,45.8074605122,6.87,3.493395341
"6944",6944,-0.14510472536781,"0",1,1,-85.7457993455,45.8074605122,0.286,3.493444607
"6945",6945,-0.250875430880175,"0",1,1,-85.7008332432,45.8074605122,2.004,3.493496962
"6946",6946,3.34932556199553,"3",1,1,-85.6558671409,45.8074605122,0.286,3.493552404
"6947",6947,-0.236764728167926,"0",1,1,-85.6109010386,45.8074605122,6.297,3.493610935
"6948",6948,-0.076728409022723,"0",1,1,-85.5659349363,45.8074605122,1.431,3.493672553
"6949",6949,-0.264986133592423,"0",1,1,-85.520968834,45.8074605122,0.859,3.493737258
"6950",6950,-0.170853163388297,"0",1,1,-85.4760027317,45.8074605122,1.145,3.493805048
"6951",6951,-0.203802783899198,"0",1,1,-85.4310366294,45.8074605122,1.145,3.493875924
"6952",6952,-0.273218403821053,"0",1,1,-85.3860705271,45.8074605122,0.859,3.493949885
"6953",6953,-0.280275809136816,"0",1,1,-85.3411044248,45.8074605122,0,3.49402693
"6954",6954,-0.269693809082448,"0",1,1,-85.2961383225,45.8074605122,0.859,3.494107059
"6955",6955,-0.273226619659605,"0",1,1,-85.2511722202,45.8074605122,2.289,3.494190271
"6956",6956,-0.25206261955087,"0",1,1,-85.2062061179,45.8074605122,0,3.494276567
"6957",6957,-0.260298997698777,"0",1,1,-85.1612400155,45.8074605122,4.865,3.494365945
"6958",6958,-0.181480350554698,"0",1,1,-85.1162739132,45.8074605122,0.572,3.494458405
"6959",6959,-0.214475158177632,"0",1,1,-85.0713078109,45.8074605122,2.003,3.494553946
"6960",6960,-0.216779700891336,"0",1,1,-85.0263417086,45.8074605122,0,3.494652569
"6961",6961,-0.28145478196896,"0",1,1,-84.9813756063,45.8074605122,0.286,3.494754272
"6962",6962,-0.263811268679555,"0",1,1,-84.936409504,45.8074605122,0,3.494859056
"6963",6963,-0.272047646827461,"0",1,1,-84.8914434017,45.8074605122,1.145,3.494966919
"6964",6964,-0.242643160651544,"0",1,1,-84.8464772994,45.8074605122,0.572,3.495077862
"6965",6965,-0.280103276527233,"0",1,1,-84.8015111971,45.8074605122,0,3.495191885
"6966",6966,-0.181570974416554,"0",1,1,-84.7565450948,45.8074605122,0,3.344673136
"7066",7066,-0.210621488126923,"0",1,3,-86.4652569824,45.7624944099,0.263,2.535708994
"7067",7067,-0.248160587178832,"0",1,3,-86.4202908801,45.7624944099,0.202,1.649528471
"7068",7068,-0.184894031472858,"0",1,3,-86.3753247777,45.7624944099,1.301,4.354520228
"7069",7069,-0.141834821624302,"0",1,3,-86.3303586754,45.7624944099,3.2,3.854072772
"7070",7070,-0.18517336998361,"0",1,3,-86.2853925731,45.7624944099,16.223,2.157438682
"7071",7071,-0.0794551193941671,"0",1,3,-86.2404264708,45.7624944099,1.941,6.011276454
"7075",7075,-0.181570974416554,"0",1,1,-86.0605620616,45.7624944099,0,3.495736617
"7076",7076,-0.251668486026262,"0",1,1,-86.0155959593,45.7624944099,0,3.495764566
"7077",7077,-0.255612576484303,"0",1,1,-85.970629857,45.7624944099,0.286,3.49579561
"7078",7078,-0.249042153381328,"0",1,1,-85.9256637547,45.7624944099,0,3.495829747
"7079",7079,-0.191258243702126,"0",1,1,-85.8806976524,45.7624944099,0.286,3.495866976
"7080",7080,-0.188627319566554,"0",1,1,-85.8357315501,45.7624944099,13.73,3.495907298
"7081",7081,-0.0612134543621166,"0",1,1,-85.7907654478,45.7624944099,0.286,3.495950711
"7082",7082,-0.146605997247598,"0",1,1,-85.7457993455,45.7624944099,21.739,3.495997215
"7083",7083,3.88003487097301,"3",1,1,-85.7008332432,45.7624944099,1.716,3.496046809
"7084",7084,3.7762717740449,"3",1,1,-85.6558671409,45.7624944099,875.547,3.496099492
"7085",7085,3.7959922263351,"3",1,1,-85.6109010386,45.7624944099,0.858,3.496155264
"7086",7086,-0.245102654413926,"0",1,1,-85.5659349363,45.7624944099,0,3.496214125
"7087",7087,-0.251668486026262,"0",1,1,-85.520968834,45.7624944099,0.286,3.496276073
"7088",7088,-0.249042153381328,"0",1,1,-85.4760027317,45.7624944099,0,3.496341109
"7089",7089,-0.249042153381328,"0",1,1,-85.4310366294,45.7624944099,0.286,3.49640923
"7090",7090,-0.250355319703795,"0",1,1,-85.3860705271,45.7624944099,0.286,3.496480438
"7091",7091,-0.255612576484303,"0",1,1,-85.3411044248,45.7624944099,0,3.496554732
"7092",7092,-0.25298165234873,"0",1,1,-85.2961383225,45.7624944099,0,3.49663211
"7093",7093,-0.245102654413926,"0",1,1,-85.2511722202,45.7624944099,0,3.496712572
"7094",7094,-0.2516730775169,"0",1,1,-85.2062061179,45.7624944099,0.286,3.496796119
"7095",7095,-0.228022309240574,"0",1,1,-85.1612400155,45.7624944099,0.858,3.496882749
"7096",7096,-0.196529274954548,"0",1,1,-85.1162739132,45.7624944099,0.286,3.496972462
"7097",7097,-0.182084445407407,"0",1,1,-85.0713078109,45.7624944099,11.438,3.497065257
"7098",7098,-0.192594367477784,"0",1,1,-85.0263417086,45.7624944099,2.573,3.497161135
"7099",7099,-0.242485504750267,"0",1,1,-84.9813756063,45.7624944099,0,3.497260094
"7100",7100,-0.254299410161835,"0",1,1,-84.936409504,45.7624944099,0.286,3.497362135
"7101",7101,-0.24772898705886,"0",1,1,-84.8914434017,45.7624944099,0.286,3.497467256
"7102",7102,-0.250176251568913,"0",1,1,-84.8464772994,45.7624944099,0.286,3.497575458
"7103",7103,-0.219197363368754,"0",1,1,-84.8015111971,45.7624944099,0.326,3.064281461
"7211",7211,-0.211798153333157,"0",1,3,-86.5102230847,45.7175283076,0.243,5.477113197
"7212",7212,-0.275769421691303,"0",1,3,-86.4652569824,45.7175283076,1.765,1.865710487
"7213",7213,-0.268699692617713,"0",1,3,-86.4202908801,45.7175283076,0.143,4.662375294
"7214",7214,-0.221976218775177,"0",1,3,-86.3753247777,45.7175283076,2.426,3.572865381
"7215",7215,-0.219223912860415,"0",1,3,-86.3303586754,45.7175283076,8.619,2.436450027
"7216",7216,-0.0803349681519817,"0",1,3,-86.2853925731,45.7175283076,1.969,5.75548335
"7355",7355,-0.2202309206445,"0",1,3,-86.555189187,45.6725622053,0.129,5.166247654
"7356",7356,-0.280037549818821,"0",1,3,-86.5102230847,45.6725622053,0,1.851582914
"7357",7357,-0.277515287383502,"0",1,3,-86.4652569824,45.6725622053,0.401,4.983061364
"7358",7358,-0.27059344340384,"0",1,3,-86.4202908801,45.6725622053,0,3.278894853
"7359",7359,-0.261280790405684,"0",1,3,-86.3753247777,45.6725622053,3.421,2.72823967
"7360",7360,-0.156685699214145,"0",1,3,-86.3303586754,45.6725622053,0.366,5.464443146
"7507",7507,-0.21088120251929,"0",1,3,-86.6001552893,45.627596103,0.551,4.842586987
"7508",7508,-0.268112260161279,"0",1,3,-86.555189187,45.627596103,0.288,1.156437758
"7509",7509,-0.280592118921049,"0",1,3,-86.5102230847,45.627596103,1.003,5.316585848
"7510",7510,-0.262209180162007,"0",1,3,-86.4652569824,45.627596103,0.224,2.972154025
"7511",7511,-0.280624982275255,"0",1,3,-86.4202908801,45.627596103,0.11,3.032814722
"7512",7512,-0.232195974230514,"0",1,3,-86.3753247777,45.627596103,0.129,5.160632016
"7652",7652,-0.2058936261271,"0",1,3,-86.6451213916,45.5826300007,0.148,4.50612377
"7653",7653,-0.258684585423401,"0",1,3,-86.6001552893,45.5826300007,1.342,1.490776755
"7654",7654,-0.268995462805568,"0",1,3,-86.555189187,45.5826300007,2.708,5.662956212
"7655",7655,-0.253586657602179,"0",1,3,-86.5102230847,45.5826300007,0.126,2.652635677
"7656",7656,-0.26249673451131,"0",1,3,-86.4652569824,45.5826300007,4.378,3.350182351
"7657",7657,-0.257000338520338,"0",1,3,-86.4202908801,45.5826300007,1.17,4.844042758
"7658",7658,-0.206407754618112,"0",1,3,-86.3753247777,45.5826300007,1.726,1.158505264
"7798",7798,-0.184125319811772,"0",1,3,-86.6900874939,45.5376638984,3.929,4.156850522
"7799",7799,-0.252904743002402,"0",1,3,-86.6451213916,45.5376638984,1.632,1.837940709
"7800",7800,0.162623615498926,"0",1,3,-86.6001552893,45.5376638984,2.225,5.993348623
"7801",7801,-0.267068848665235,"0",1,3,-86.555189187,45.5376638984,0,2.320332537
"7802",7802,-0.286207644571018,"0",1,3,-86.5102230847,45.5376638984,0,3.680349781
"7803",7803,-0.268740771810471,"0",1,3,-86.4652569824,45.5376638984,0.148,4.514668114
"7804",7804,-0.215455356001181,"0",1,3,-86.4202908801,45.5376638984,0,1.485737595
"7936",7936,-0.199898993927773,"0",1,3,-86.7350535962,45.4926977961,2.196,3.794759705
"7937",7937,-0.252259799676107,"0",1,3,-86.6900874939,45.4926977961,1.668,2.197937105
"7938",7938,0.170247913674744,"0",1,3,-86.6451213916,45.4926977961,0.447,5.962296192
"7939",7939,0.152242903489071,"0",1,3,-86.6001552893,45.4926977961,104.335,2.004068453
"7940",7940,0.141266543184231,"0",1,3,-86.555189187,45.4926977961,0,4.023324291
"7941",7941,-0.286704702803386,"0",1,3,-86.5102230847,45.4926977961,0,4.172500774
"7942",7942,-0.221656699655658,"0",1,3,-86.4652569824,45.4926977961,0,1.825777592
"8079",8079,-0.206927183402846,"0",1,3,-86.7800196985,45.4477316938,1.072,3.419843729
"8080",8080,-0.262919850196714,"0",1,3,-86.7350535962,45.4477316938,0.389,2.570773487
"8081",8081,-0.264070067593928,"0",1,3,-86.6900874939,45.4477316938,0.298,5.585899523
"8082",8082,-0.2701087089293,"0",1,3,-86.6451213916,45.4477316938,3.308,2.02048774
"8083",8083,0.154855540148457,"0",1,3,-86.6001552893,45.4477316938,0,4.379113214
"8084",8084,-0.286704702803386,"0",1,3,-86.555189187,45.4477316938,0,3.817533369
"8085",8085,-0.221630198187049,"0",1,3,-86.5102230847,45.4477316938,0.153,2.178632573
"8098",8098,-0.180844437997993,"0",1,7,-85.9256637547,45.4477316938,0.506,2.258183739
"8099",8099,-0.188282957768704,"0",1,7,-85.8806976524,45.4477316938,6.839,4.344820573
"8100",8100,-0.172305664812214,"0",1,7,-85.8357315501,45.4477316938,2.058,2.984895623
"8224",8224,-0.198801833127366,"0",1,3,-86.8249858008,45.4027655915,2.199,3.032094949
"8225",8225,-0.193734273754301,"0",1,3,-86.7800196985,45.4027655915,1.466,2.956457448
"8226",8226,-0.120859785802253,"0",1,3,-86.7350535962,45.4027655915,1.988,5.196660289
"8227",8227,-0.275231284266178,"0",1,3,-86.6900874939,45.4027655915,0,2.03695742
"8228",8228,-0.272277690306904,"0",1,3,-86.6451213916,45.4027655915,0.14,4.747723941
"8229",8229,-0.285821500159097,"0",1,3,-86.6001552893,45.4027655915,0,3.44975848
"8230",8230,-0.22244114312648,"0",1,3,-86.555189187,45.4027655915,0,2.544309909
"8243",8243,-0.212810509434016,"0",1,7,-85.970629857,45.4027655915,0.575,3.475390278
"8244",8244,-0.252572001541065,"0",1,7,-85.9256637547,45.4027655915,0.503,3.123771153
"8245",8245,-0.217950457884928,"0",1,7,-85.8806976524,45.4027655915,5.547,4.764102148
"8246",8246,-0.114525374279025,"0",1,7,-85.8357315501,45.4027655915,0.562,2.115502416
"8247",8247,-0.24440474783695,"0",1,7,-85.7907654478,45.4027655915,0.303,5.181544697
"8248",8248,-0.213298136456419,"0",1,6,-85.7457993455,45.4027655915,0.157,1.063578188
"8377",8377,-0.210446578434104,"0",1,3,-86.8699519031,45.3577994892,0.76,2.631505666
"8378",8378,-0.172484007340775,"0",1,3,-86.8249858008,45.3577994892,0.795,3.35499664
"8379",8379,-0.050281624725356,"0",1,3,-86.7800196985,45.3577994892,16.06,4.794570761
"8380",8380,-0.0588836076888053,"0",1,3,-86.7350535962,45.3577994892,36.682,1.190353048
"8381",8381,-0.133618983072775,"0",1,3,-86.6900874939,45.3577994892,0.52,5.129163912
"8382",8382,-0.282793963652859,"0",1,3,-86.6451213916,45.3577994892,0.217,3.069168631
"8383",8383,-0.220082512420291,"0",1,3,-86.6001552893,45.3577994892,0.228,2.922817023
"8396",8396,-0.218126704036956,"0",1,7,-86.0155959593,45.3577994892,0,4.681805839
"8397",8397,-0.274726010195259,"0",1,7,-85.970629857,45.3577994892,0.739,2.574207434
"8398",8398,-0.262422791964346,"0",1,7,-85.9256637547,45.3577994892,1.331,5.365809239
"8399",8399,-0.103302538817638,"0",1,7,-85.8806976524,45.3577994892,3.439,2.096458385
"8400",8400,-0.102443983689004,"0",1,7,-85.8357315501,45.3577994892,33.597,5.115234332
"8401",8401,-0.129810941904142,"0",1,6,-85.7907654478,45.3577994892,1.705,2.542245486
"8402",8402,-0.242095228046037,"0",1,6,-85.7457993455,45.3577994892,1.265,4.083066498
"8522",8522,-0.211474835416129,"0",1,3,-86.9149180054,45.3128333869,1.202,2.218068127
"8523",8523,-0.238403787958956,"0",1,3,-86.8699519031,45.3128333869,0.708,3.766398764
"8524",8524,-0.233901508432719,"0",1,3,-86.8249858008,45.3128333869,8.144,4.379623158
"8525",8525,-0.17439008188473,"0",1,3,-86.7800196985,45.3128333869,2.703,1.603262211
"8526",8526,-0.124055746998797,"0",1,3,-86.7350535962,45.3128333869,0.362,5.523440625
"8527",8527,-0.283710029651354,"0",1,3,-86.6900874939,45.3128333869,0,2.675756294
"8528",8528,-0.221290979388855,"0",1,3,-86.6451213916,45.3128333869,0,3.314161396
"8541",8541,-0.212550795041649,"0",1,7,-86.0605620616,45.3128333869,0.608,5.402909564
"8542",8542,-0.282448898433695,"0",1,7,-86.0155959593,45.3128333869,0.075,2.619219944
"8543",8543,-0.257016770197441,"0",1,7,-85.970629857,45.3128333869,0.424,4.712030037
"8544",8544,-0.274721902275983,"0",1,7,-85.9256637547,45.3128333869,0.052,2.738415393
"8545",8545,-0.185362334270295,"0",1,7,-85.8806976524,45.3128333869,0.885,3.874578825
"8546",8546,0.57750703067396,"0",1,6,-85.8357315501,45.3128333869,5.705,3.797688096
"8547",8547,-0.249515709599897,"0",1,6,-85.7907654478,45.3128333869,1.476,2.823719186
"8548",8548,-0.274475427119437,"0",1,6,-85.7457993455,45.3128333869,0.103,4.874486391
"8549",8549,-0.254170848423971,"0",1,6,-85.7008332432,45.3128333869,0.286,2.000438514
"8550",8550,-0.218778640164734,"0",1,6,-85.6558671409,45.3128333869,0.081,2.055768813
"8671",8671,-0.190835491663538,"0",1,3,-86.9598841077,45.2678672846,0.186,1.791774529
"8672",8672,-0.265943278783676,"0",1,3,-86.9149180054,45.2678672846,0.159,4.190671577
"8673",8673,-0.264357621943231,"0",1,3,-86.8699519031,45.2678672846,1.097,3.951809645
"8674",8674,-0.245748747624021,"0",1,3,-86.8249858008,45.2678672846,0.657,2.029051911
"8675",8675,-0.272606323848965,"0",1,3,-86.7800196985,45.2678672846,0.225,5.930561629
"8676",8676,-0.284921865837704,"0",1,3,-86.7350535962,45.2678672846,0,2.269513888
"8677",8677,-0.22244114312648,"0",1,3,-86.6900874939,45.2678672846,0,3.718350559
"8689",8689,-0.220453532980815,"0",1,7,-86.1504942662,45.2678672846,0.086,1.651584662
"8690",8690,-0.248266191463506,"0",1,7,-86.1055281639,45.2678672846,0.289,4.935619872
"8691",8691,-0.27610216315264,"0",1,7,-86.0605620616,45.2678672846,1.183,3.138800673
