survey_block_id,surveyid,grid_id_tx,grid_id,surveyed,num_times_surveyed,total_obs,total_len,block_survey_count
USGS_2_6681,USGS_2,6681,6681,1,1,0,118.6377904,0
USGS_2_6682,USGS_2,6682,6682,1,1,1,77.72993276,0.012865057
USGS_1_6792,USGS_1,6792,6792,1,3,1,75.85935068,0.013182291
USGS_15_6792,USGS_15,6792,6792,1,3,0,75.85930676,0
USGS_3_6792,USGS_3,6792,6792,1,3,1,75.85935068,0.013182291
USGS_1_6793,USGS_1,6793,6793,1,3,0,128.4273074,0
USGS_15_6793,USGS_15,6793,6793,1,3,0,128.4273074,0
USGS_3_6793,USGS_3,6793,6793,1,3,7,128.4273862,0.054505509
USGS_1_6794,USGS_1,6794,6794,1,3,14,148.8596483,0.094048321
USGS_15_6794,USGS_15,6794,6794,1,3,0,148.8597013,0
USGS_3_6794,USGS_3,6794,6794,1,3,12,148.8596748,0.080612832
USGS_1_6795,USGS_1,6795,6795,1,3,7,55.6825272,0.125712685
USGS_15_6795,USGS_15,6795,6795,1,3,0,55.68257265,0
USGS_3_6795,USGS_3,6795,6795,1,3,1,55.68254992,0.017958948
USGS_1_6796,USGS_1,6796,6796,1,3,10,194.8243153,0.051328295
USGS_15_6796,USGS_15,6796,6796,1,3,0,194.8243725,0
USGS_3_6796,USGS_3,6796,6796,1,3,0,194.8243725,0
USGS_2_6800,USGS_2,6800,6800,1,1,1,105.4462738,0.009483502
USGS_2_6801,USGS_2,6801,6801,1,1,0,118.6781493,0
USGS_2_6802,USGS_2,6802,6802,1,1,4,118.6799409,0.033704095
USGS_2_6803,USGS_2,6803,6803,1,1,8,118.6817267,0.067407176
USGS_2_6804,USGS_2,6804,6804,1,1,0,118.6837972,0
USGS_2_6805,USGS_2,6805,6805,1,1,13,118.6859668,0.109532747
USGS_2_6806,USGS_2,6806,6806,1,1,16,118.688061,0.134807156
USGS_2_6807,USGS_2,6807,6807,1,1,4,118.6903956,0.033701126
USGS_2_6808,USGS_2,6808,6808,1,1,12,118.6929736,0.101101183
USGS_2_6809,USGS_2,6809,6809,1,1,149,118.6951162,1.255317024
USGS_2_6810,USGS_2,6810,6810,1,1,6,118.6978945,0.050548496
USGS_2_6811,USGS_2,6811,6811,1,1,88,118.7006696,0.741360603
USGS_2_6812,USGS_2,6812,6812,1,1,59,118.703559,0.497036487
USGS_2_6813,USGS_2,6813,6813,1,1,4,118.7065103,0.033696551
USGS_2_6814,USGS_2,6814,6814,1,1,0,118.7094408,0
USGS_2_6815,USGS_2,6815,6815,1,1,4,118.7124885,0.033694854
USGS_2_6816,USGS_2,6816,6816,1,1,1,118.7157851,0.00842348
USGS_2_6817,USGS_2,6817,6817,1,1,4,118.7190962,0.033692979
USGS_2_6818,USGS_2,6818,6818,1,1,1,118.72259,0.008422997
USGS_2_6819,USGS_2,6819,6819,1,1,63,118.7260513,0.53063333
USGS_2_6820,USGS_2,6820,6820,1,1,13,118.7299922,0.109492132
USGS_2_6821,USGS_2,6821,6821,1,1,43,118.7336941,0.362154992
USGS_2_6822,USGS_2,6822,6822,1,1,4,118.7375398,0.033687745
USGS_2_6823,USGS_2,6823,6823,1,1,14,118.741484,0.117903192
USGS_2_6824,USGS_2,6824,6824,1,1,6,118.7454938,0.050528233
USGS_2_6825,USGS_2,6825,6825,1,1,31,118.7496679,0.261053362
USGS_2_6826,USGS_2,6826,6826,1,1,3,118.3004122,0.025359168
USGS_1_6930,USGS_1,6930,6930,1,3,104,66.18912909,1.571255
USGS_15_6930,USGS_15,6930,6930,1,3,0,66.18925771,0
USGS_3_6930,USGS_3,6930,6930,1,3,0,66.18925771,0
USGS_1_6931,USGS_1,6931,6931,1,3,72,138.0226308,0.521653584
USGS_15_6931,USGS_15,6931,6931,1,3,0,138.0226196,0
USGS_3_6931,USGS_3,6931,6931,1,3,2,138.0226308,0.014490377
USGS_1_6932,USGS_1,6932,6932,1,3,17,140.1657722,0.121284959
USGS_15_6932,USGS_15,6932,6932,1,3,0,140.1658205,0
USGS_3_6932,USGS_3,6932,6932,1,3,2,140.1657963,0.014268816
USGS_1_6933,USGS_1,6933,6933,1,3,50,64.30075459,0.777595851
USGS_15_6933,USGS_15,6933,6933,1,3,0,64.30075175,0
USGS_3_6933,USGS_3,6933,6933,1,3,0,64.30075175,0
USGS_1_6934,USGS_1,6934,6934,1,3,9,203.6974615,0.044183172
USGS_15_6934,USGS_15,6934,6934,1,3,0,203.6974653,0
USGS_3_6934,USGS_3,6934,6934,1,3,0,203.6974653,0
USGS_2_6938,USGS_2,6938,6938,1,1,3,118.7686472,0.025259191
USGS_2_6939,USGS_2,6939,6939,1,1,0,118.7697921,0
USGS_2_6940,USGS_2,6940,6940,1,1,4,118.7711147,0.033678222
USGS_2_6941,USGS_2,6941,6941,1,1,1,118.7724006,0.008419464
USGS_2_6942,USGS_2,6942,6942,1,1,2,118.7738224,0.016838727
USGS_2_6943,USGS_2,6943,6943,1,1,24,118.7754509,0.202061957
USGS_2_6944,USGS_2,6944,6944,1,1,1,118.777072,0.008419133
USGS_2_6945,USGS_2,6945,6945,1,1,7,118.7788997,0.058933026
USGS_2_6946,USGS_2,6946,6946,1,1,1,118.7808293,0.008418867
USGS_2_6947,USGS_2,6947,6947,1,1,22,118.782739,0.185212096
USGS_2_6948,USGS_2,6948,6948,1,1,5,118.7849217,0.042092885
USGS_2_6949,USGS_2,6949,6949,1,1,3,118.7869922,0.025255291
USGS_2_6950,USGS_2,6950,6950,1,1,4,118.7893666,0.033673048
USGS_2_6951,USGS_2,6951,6951,1,1,4,118.7918296,0.033672349
USGS_2_6952,USGS_2,6952,6952,1,1,3,118.7942462,0.025253748
USGS_2_6953,USGS_2,6953,6953,1,1,0,118.7969156,0
USGS_2_6954,USGS_2,6954,6954,1,1,3,118.7996259,0.025252605
USGS_2_6955,USGS_2,6955,6955,1,1,8,118.8024887,0.067338657
USGS_2_6956,USGS_2,6956,6956,1,1,0,118.8054033,0
USGS_2_6957,USGS_2,6957,6957,1,1,17,118.8084762,0.143087434
USGS_2_6958,USGS_2,6958,6958,1,1,2,118.8116274,0.016833369
USGS_2_6959,USGS_2,6959,6959,1,1,7,118.8149263,0.058915157
USGS_2_6960,USGS_2,6960,6960,1,1,0,118.8181873,0
USGS_2_6961,USGS_2,6961,6961,1,1,1,118.821691,0.008415972
USGS_2_6962,USGS_2,6962,6962,1,1,0,118.8252079,0
USGS_2_6963,USGS_2,6963,6963,1,1,4,118.8289414,0.033661833
USGS_2_6964,USGS_2,6964,6964,1,1,2,118.8326695,0.016830389
USGS_2_6965,USGS_2,6965,6965,1,1,0,118.8365241,0
USGS_2_6966,USGS_2,6966,6966,1,1,0,113.7188866,0
USGS_1_7066,USGS_1,7066,7066,1,3,2,86.2140968,0.023198062
USGS_15_7066,USGS_15,7066,7066,1,3,0,86.2141058,0
USGS_3_7066,USGS_3,7066,7066,1,3,0,86.2141058,0
USGS_1_7067,USGS_1,7067,7067,1,3,1,56.08393954,0.017830416
USGS_15_7067,USGS_15,7067,7067,1,3,0,56.08396802,0
USGS_3_7067,USGS_3,7067,7067,1,3,0,56.08396802,0
USGS_1_7068,USGS_1,7068,7068,1,3,15,148.0536473,0.101314627
USGS_15_7068,USGS_15,7068,7068,1,3,0,148.0536877,0
USGS_3_7068,USGS_3,7068,7068,1,3,2,148.0536675,0.013508615
USGS_1_7069,USGS_1,7069,7069,1,3,36,131.0385287,0.274728359
USGS_15_7069,USGS_15,7069,7069,1,3,0,131.0384742,0
USGS_3_7069,USGS_3,7069,7069,1,3,1,131.0385015,0.007631345
USGS_1_7070,USGS_1,7070,7070,1,3,18,73.35279916,0.245389409
USGS_15_7070,USGS_15,7070,7070,1,3,0,73.3529152,0
USGS_3_7070,USGS_3,7070,7070,1,3,87,73.35283784,1.186048183
USGS_1_7071,USGS_1,7071,7071,1,3,35,204.3834465,0.171246745
USGS_15_7071,USGS_15,7071,7071,1,3,0,204.3833994,0
USGS_3_7071,USGS_3,7071,7071,1,3,0,204.3833994,0
USGS_2_7075,USGS_2,7075,7075,1,1,0,118.855045,0
USGS_2_7076,USGS_2,7076,7076,1,1,0,118.8559953,0
USGS_2_7077,USGS_2,7077,7077,1,1,1,118.8570551,0.008413468
USGS_2_7078,USGS_2,7078,7078,1,1,0,118.8582114,0
USGS_2_7079,USGS_2,7079,7079,1,1,1,118.8595102,0.008413294
USGS_2_7080,USGS_2,7080,7080,1,1,48,118.8608335,0.403833614
USGS_2_7081,USGS_2,7081,7081,1,1,1,118.8623735,0.008413091
USGS_2_7082,USGS_2,7082,7082,1,1,76,118.8639109,0.639386669
USGS_2_7083,USGS_2,7083,7083,1,1,6,118.8654979,0.050477221
USGS_2_7084,USGS_2,7084,7084,1,1,3061,118.8673848,25.75138677
USGS_2_7085,USGS_2,7085,7085,1,1,3,118.8693237,0.025237798
USGS_2_7086,USGS_2,7086,7086,1,1,0,118.8712803,0
USGS_2_7087,USGS_2,7087,7087,1,1,1,118.8734104,0.00841231
USGS_2_7088,USGS_2,7088,7088,1,1,0,118.8755977,0
USGS_2_7089,USGS_2,7089,7089,1,1,1,118.8779046,0.008411992
USGS_2_7090,USGS_2,7090,7090,1,1,1,118.8803545,0.008411819
USGS_2_7091,USGS_2,7091,7091,1,1,0,118.8828609,0
USGS_2_7092,USGS_2,7092,7092,1,1,0,118.8854917,0
USGS_2_7093,USGS_2,7093,7093,1,1,0,118.8882275,0
USGS_2_7094,USGS_2,7094,7094,1,1,1,118.8910719,0.008411061
USGS_2_7095,USGS_2,7095,7095,1,1,3,118.8940652,0.025232546
USGS_2_7096,USGS_2,7096,7096,1,1,1,118.8970912,0.008410635
USGS_2_7097,USGS_2,7097,7097,1,1,40,118.9002882,0.336416342
USGS_2_7098,USGS_2,7098,7098,1,1,9,118.9035563,0.075691596
USGS_2_7099,USGS_2,7099,7099,1,1,0,118.9068432,0
USGS_2_7100,USGS_2,7100,7100,1,1,1,118.9103505,0.008409697
USGS_2_7101,USGS_2,7101,7101,1,1,1,118.9139195,0.008409444
USGS_2_7102,USGS_2,7102,7102,1,1,1,118.9175901,0.008409185
USGS_2_7103,USGS_2,7103,7103,1,1,1,104.1855882,0.009598257
USGS_1_7211,USGS_1,7211,7211,1,3,4,186.2218223,0.02147976
USGS_15_7211,USGS_15,7211,7211,1,3,0,186.2218487,0
USGS_3_7211,USGS_3,7211,7211,1,3,0,186.2218487,0
USGS_1_7212,USGS_1,7212,7212,1,3,2,63.43415161,0.031528758
USGS_15_7212,USGS_15,7212,7212,1,3,0,63.43415657,0
USGS_3_7212,USGS_3,7212,7212,1,3,2,63.43415104,0.031528758
USGS_1_7213,USGS_1,7213,7213,1,3,2,158.5208094,0.01261664
USGS_15_7213,USGS_15,7213,7213,1,3,0,158.52076,0
USGS_3_7213,USGS_3,7213,7213,1,3,0,158.52076,0
USGS_1_7214,USGS_1,7214,7214,1,3,26,121.4774922,0.214031419
USGS_15_7214,USGS_15,7214,7214,1,3,0,121.477423,0
USGS_3_7214,USGS_3,7214,7214,1,3,0,121.477423,0
USGS_1_7215,USGS_1,7215,7215,1,3,63,82.83940087,0.760507673
USGS_15_7215,USGS_15,7215,7215,1,3,0,82.83930092,0
USGS_3_7215,USGS_3,7215,7215,1,3,0,82.83930092,0
USGS_1_7216,USGS_1,7216,7216,1,3,34,195.6864672,0.173747324
USGS_15_7216,USGS_15,7216,7216,1,3,0,195.6864339,0
USGS_3_7216,USGS_3,7216,7216,1,3,0,195.6864339,0
USGS_1_7355,USGS_1,7355,7355,1,3,0,175.6524202,0
USGS_15_7355,USGS_15,7355,7355,1,3,0,175.6524202,0
USGS_3_7355,USGS_3,7355,7355,1,3,2,175.6523726,0.011386126
USGS_1_7356,USGS_1,7356,7356,1,3,0,62.95381909,0
USGS_15_7356,USGS_15,7356,7356,1,3,0,62.95381909,0
USGS_3_7356,USGS_3,7356,7356,1,3,0,62.95381909,0
USGS_1_7357,USGS_1,7357,7357,1,3,6,169.424125,0.035414083
USGS_15_7357,USGS_15,7357,7357,1,3,0,169.4240864,0
USGS_3_7357,USGS_3,7357,7357,1,3,0,169.4240864,0
USGS_1_7358,USGS_1,7358,7358,1,3,0,111.482425,0
USGS_15_7358,USGS_15,7358,7358,1,3,0,111.482425,0
USGS_3_7358,USGS_3,7358,7358,1,3,0,111.482425,0
USGS_1_7359,USGS_1,7359,7359,1,3,28,92.76006943,0.301854022
USGS_15_7359,USGS_15,7359,7359,1,3,0,92.76014877,0
USGS_3_7359,USGS_3,7359,7359,1,3,0,92.76014877,0
USGS_1_7360,USGS_1,7360,7360,1,3,6,185.7909807,0.032294356
USGS_15_7360,USGS_15,7360,7360,1,3,0,185.791067,0
USGS_3_7360,USGS_3,7360,7360,1,3,0,185.791067,0
USGS_1_7507,USGS_1,7507,7507,1,3,7,164.6479836,0.042514945
USGS_15_7507,USGS_15,7507,7507,1,3,0,164.6479575,0
USGS_3_7507,USGS_3,7507,7507,1,3,1,164.6479706,0.006073564
USGS_1_7508,USGS_1,7508,7508,1,3,1,39.31884601,0.025433096
USGS_15_7508,USGS_15,7508,7508,1,3,0,39.31888377,0
USGS_3_7508,USGS_3,7508,7508,1,3,0,39.31888377,0
USGS_1_7509,USGS_1,7509,7509,1,3,13,180.7639471,0.071916996
USGS_15_7509,USGS_15,7509,7509,1,3,0,180.7639188,0
USGS_3_7509,USGS_3,7509,7509,1,3,3,180.763933,0.016596231
USGS_1_7510,USGS_1,7510,7510,1,3,2,101.0532828,0.019791539
USGS_15_7510,USGS_15,7510,7510,1,3,0,101.0532368,0
USGS_3_7510,USGS_3,7510,7510,1,3,0,101.0532368,0
USGS_1_7511,USGS_1,7511,7511,1,3,1,103.1156858,0.009697846
USGS_15_7511,USGS_15,7511,7511,1,3,0,103.1157005,0
USGS_3_7511,USGS_3,7511,7511,1,3,0,103.1157005,0
USGS_1_7512,USGS_1,7512,7512,1,3,2,175.4614565,0.011398515
USGS_15_7512,USGS_15,7512,7512,1,3,0,175.4614886,0
USGS_3_7512,USGS_3,7512,7512,1,3,0,175.4614886,0
USGS_1_7652,USGS_1,7652,7652,1,3,2,153.2081844,0.013054133
USGS_15_7652,USGS_15,7652,7652,1,3,0,153.2082082,0
USGS_3_7652,USGS_3,7652,7652,1,3,0,153.2082082,0
USGS_1_7653,USGS_1,7653,7653,1,3,6,50.68645616,0.118374818
USGS_15_7653,USGS_15,7653,7653,1,3,0,50.68640967,0
USGS_3_7653,USGS_3,7653,7653,1,3,0,50.68640967,0
USGS_1_7654,USGS_1,7654,7654,1,3,38,192.5405988,0.197360973
USGS_15_7654,USGS_15,7654,7654,1,3,0,192.5405112,0
USGS_3_7654,USGS_3,7654,7654,1,3,8,192.540555,0.041549688
USGS_1_7655,USGS_1,7655,7655,1,3,1,90.18957736,0.011087756
USGS_15_7655,USGS_15,7655,7655,1,3,0,90.18961303,0
USGS_3_7655,USGS_3,7655,7655,1,3,0,90.18961303,0
USGS_1_7656,USGS_1,7656,7656,1,3,44,113.9062352,0.386282629
USGS_15_7656,USGS_15,7656,7656,1,3,0,113.9061999,0
USGS_3_7656,USGS_3,7656,7656,1,3,0,113.9061999,0
USGS_1_7657,USGS_1,7657,7657,1,3,17,164.6973683,0.103219621
USGS_15_7657,USGS_15,7657,7657,1,3,0,164.6974538,0
USGS_3_7657,USGS_3,7657,7657,1,3,0,164.6974538,0
USGS_1_7658,USGS_1,7658,7658,1,3,6,39.38916844,0.15232614
USGS_15_7658,USGS_15,7658,7658,1,3,0,39.38917896,0
USGS_3_7658,USGS_3,7658,7658,1,3,0,39.38917896,0
USGS_1_7798,USGS_1,7798,7798,1,3,49,141.3330167,0.34669889
USGS_15_7798,USGS_15,7798,7798,1,3,0,141.3329177,0
USGS_3_7798,USGS_3,7798,7798,1,3,0,141.3329177,0
USGS_1_7799,USGS_1,7799,7799,1,3,8,62.48990268,0.128020683
USGS_15_7799,USGS_15,7799,7799,1,3,0,62.48998409,0
USGS_3_7799,USGS_3,7799,7799,1,3,1,62.48994339,0.016002575
USGS_1_7800,USGS_1,7800,7800,1,3,35,203.7737559,0.171759115
USGS_15_7800,USGS_15,7800,7800,1,3,0,203.7738532,0
USGS_3_7800,USGS_3,7800,7800,1,3,5,203.7738045,0.024537011
USGS_1_7801,USGS_1,7801,7801,1,3,0,78.89130625,0
USGS_15_7801,USGS_15,7801,7801,1,3,0,78.89130625,0
USGS_3_7801,USGS_3,7801,7801,1,3,0,78.89130625,0
USGS_1_7802,USGS_1,7802,7802,1,3,0,125.1318925,0
USGS_15_7802,USGS_15,7802,7802,1,3,0,125.1318925,0
USGS_3_7802,USGS_3,7802,7802,1,3,0,125.1318925,0
USGS_1_7803,USGS_1,7803,7803,1,3,2,153.4987478,0.013029422
USGS_15_7803,USGS_15,7803,7803,1,3,0,153.4987159,0
USGS_3_7803,USGS_3,7803,7803,1,3,0,153.4987159,0
USGS_1_7804,USGS_1,7804,7804,1,3,0,50.51507822,0
USGS_15_7804,USGS_15,7804,7804,1,3,0,50.51507822,0
USGS_3_7804,USGS_3,7804,7804,1,3,0,50.51507822,0
USGS_1_7936,USGS_1,7936,7936,1,3,25,129.0219106,0.193765539
USGS_15_7936,USGS_15,7936,7936,1,3,0,129.02183,0
USGS_3_7936,USGS_3,7936,7936,1,3,0,129.02183,0
USGS_1_7937,USGS_1,7937,7937,1,3,11,74.72978737,0.147196993
USGS_15_7937,USGS_15,7937,7937,1,3,0,74.72986158,0
USGS_3_7937,USGS_3,7937,7937,1,3,0,74.72986158,0
USGS_1_7938,USGS_1,7938,7938,1,3,8,202.7180781,0.039463673
USGS_15_7938,USGS_15,7938,7938,1,3,0,202.7180705,0
USGS_3_7938,USGS_3,7938,7938,1,3,0,202.7180705,0
USGS_1_7939,USGS_1,7939,7939,1,3,10,68.13822777,0.146760494
USGS_15_7939,USGS_15,7939,7939,1,3,0,68.1383274,0
USGS_3_7939,USGS_3,7939,7939,1,3,0,68.1383274,0
USGS_1_7940,USGS_1,7940,7940,1,3,0,136.7930259,0
USGS_15_7940,USGS_15,7940,7940,1,3,0,136.7930259,0
USGS_3_7940,USGS_3,7940,7940,1,3,0,136.7930259,0
USGS_1_7941,USGS_1,7941,7941,1,3,0,141.8650263,0
USGS_15_7941,USGS_15,7941,7941,1,3,0,141.8650263,0
USGS_3_7941,USGS_3,7941,7941,1,3,0,141.8650263,0
USGS_1_7942,USGS_1,7942,7942,1,3,0,62.07643814,0
USGS_15_7942,USGS_15,7942,7942,1,3,0,62.07643814,0
USGS_3_7942,USGS_3,7942,7942,1,3,0,62.07643814,0
USGS_1_8079,USGS_1,8079,8079,1,3,11,116.2746431,0.094603602
USGS_15_8079,USGS_15,8079,8079,1,3,0,116.2746868,0
USGS_3_8079,USGS_3,8079,8079,1,3,0,116.2746868,0
USGS_1_8080,USGS_1,8080,8080,1,3,3,87.40632506,0.034322459
USGS_15_8080,USGS_15,8080,8080,1,3,0,87.40629855,0
USGS_3_8080,USGS_3,8080,8080,1,3,0,87.40629855,0
USGS_1_8081,USGS_1,8081,8081,1,3,3,189.9205843,0.015796076
USGS_15_8081,USGS_15,8081,8081,1,3,0,189.9205838,0
USGS_3_8081,USGS_3,8081,8081,1,3,2,189.9205843,0.010530717
USGS_1_8082,USGS_1,8082,8082,1,3,2,68.69653792,0.029113549
USGS_15_8082,USGS_15,8082,8082,1,3,0,68.69658316,0
USGS_3_8082,USGS_3,8082,8082,1,3,2,68.69653792,0.029113549
USGS_1_8083,USGS_1,8083,8083,1,3,0,148.8898493,0
USGS_15_8083,USGS_15,8083,8083,1,3,0,148.8898493,0
USGS_3_8083,USGS_3,8083,8083,1,3,0,148.8898493,0
USGS_1_8084,USGS_1,8084,8084,1,3,0,129.7961346,0
