"","grid_id","survey_block_id","surveyid","grid_id_tx","surveyed","num_times_surveyed.x","total_obs","total_len","block_survey_count","count","num_times_surveyed.y","longitude","latitude","trans_len","survey_prob","all_prob","combo_prob"
"22",6402,"USGS_2_6402","USGS_2",6402,1,1,0,118.4184646,0,1,1,-85.43103663,45.98732492,3.482896018,0,0,0
"23",6403,"USGS_2_6403","USGS_2",6403,1,1,0,118.4206074,0,1,1,-85.38607053,45.98732492,3.482959042,0,0,0
"24",6404,"USGS_2_6404","USGS_2",6404,1,1,30,118.42283,0.253329531,1,1,-85.34110442,45.98732492,3.48302515,0.970316557060982,0.989601878675092,0.979959217868037
"25",6405,"USGS_2_6405","USGS_2",6405,1,1,1,118.4252133,0.008444148,1,1,-85.29613832,45.98732492,3.483094342,0.939363836108587,0.984165546059376,0.961764691083981
"26",6406,"USGS_2_6406","USGS_2",6406,1,1,1,118.4276984,0.008443971,1,1,-85.25117222,45.98732492,3.483166617,0.939363647252621,0.984165512640381,0.961764579946501
"27",6407,"USGS_2_6407","USGS_2",6407,1,1,1,118.4301851,0.008443793,1,1,-85.20620612,45.98732492,3.483241974,0.939363457325715,0.984165479031872,0.961764468178794
"28",6408,"USGS_2_6408","USGS_2",6408,1,1,1,118.4328736,0.008443602,1,1,-85.16124002,45.98732492,3.483320413,0.939363253523329,0.984165442968023,0.961764348245676
"29",6409,"USGS_2_6409","USGS_2",6409,1,1,0,118.4356658,0,1,1,-85.11627391,45.98732492,3.483401934,0,0,0
"30",6410,"USGS_2_6410","USGS_2",6410,1,1,0,118.4385422,0,1,1,-85.07130781,45.98732492,3.483486536,0,0,0
"31",6411,"USGS_2_6411","USGS_2",6411,1,1,0,118.4415234,0,1,1,-85.02634171,45.98732492,3.483574218,0,0,0
"32",6412,"USGS_2_6412","USGS_2",6412,1,1,0,81.02087514,0,1,1,-84.98137561,45.98732492,2.382966916,0,0,0
"33",6510,"USGS_1_6510","USGS_1",6510,1,3,6,93.89465654,0.0639014,1,3,-86.24042647,45.94235882,2.761608017,0.927304058751729,0.987397288958872,0.9573506738553
"34",6510,"USGS_15_6510","USGS_15",6510,1,3,0,93.89467257,0,1,3,-86.24042647,45.94235882,2.761608017,0,0,0
"35",6510,"USGS_3_6510","USGS_3",6510,1,3,0,93.89467257,0,1,3,-86.24042647,45.94235882,2.761608017,0,0,0
"36",6511,"USGS_1_6511","USGS_1",6511,1,3,0,94.42712434,0,1,3,-86.19546037,45.94235882,2.777268363,0,0,0
"37",6511,"USGS_15_6511","USGS_15",6511,1,3,0,94.42712434,0,1,3,-86.19546037,45.94235882,2.777268363,0,0,0
"38",6511,"USGS_3_6511","USGS_3",6511,1,3,2,94.42718761,0.021180341,1,3,-86.19546037,45.94235882,2.777268363,0.955653790876645,0.985632733449349,0.970643262162997
"39",6512,"USGS_1_6512","USGS_1",6512,1,3,2,164.9480037,0.012125033,1,3,-86.15049427,45.94235882,4.851412232,0.875299314090344,0.984742528805872,0.930020921448108
"40",6512,"USGS_15_6512","USGS_15",6512,1,3,0,164.9480159,0,1,3,-86.15049427,45.94235882,4.851412232,0,0,0
"41",6512,"USGS_3_6512","USGS_3",6512,1,3,2,164.9479914,0.012125034,1,3,-86.15049427,45.94235882,4.851412232,0.951828839570401,0.984742528937436,0.968285684253919
"42",6513,"USGS_1_6513","USGS_1",6513,1,3,2,61.76235364,0.032382186,1,3,-86.10552816,45.94235882,1.816540217,0.906046372125222,0.986310771363966,0.946178571744594
"43",6513,"USGS_15_6513","USGS_15",6513,1,3,0,61.76236738,0,1,3,-86.10552816,45.94235882,1.816540217,0,0,0
"44",6513,"USGS_3_6513","USGS_3",6513,1,3,0,61.76236738,0,1,3,-86.10552816,45.94235882,1.816540217,0,0,0
"45",6514,"USGS_1_6514","USGS_1",6514,1,3,24,163.1604822,0.147094442,1,3,-86.06056206,45.94235882,4.798840068,0.952446678995456,0.988731353881533,0.970589016438495
"46",6514,"USGS_15_6514","USGS_15",6514,1,3,0,163.1605623,0,1,3,-86.06056206,45.94235882,4.798840068,0,0,0
"47",6514,"USGS_3_6514","USGS_3",6514,1,3,0,163.1605623,0,1,3,-86.06056206,45.94235882,4.798840068,0,0,0
"48",6517,"USGS_2_6517","USGS_2",6517,1,1,0,43.00416987,0,1,1,-85.92566375,45.94235882,1.264828526,0,0,0
"49",6518,"USGS_2_6518","USGS_2",6518,1,1,0,118.4946388,0,1,1,-85.88069765,45.94235882,3.485136436,0,0,0
"50",6519,"USGS_2_6519","USGS_2",6519,1,1,1,118.4961889,0.00843909,1,1,-85.83573155,45.94235882,3.485181482,0.939358437762581,0.984164590793423,0.961761514278002
"51",6520,"USGS_2_6520","USGS_2",6520,1,1,1,118.4977773,0.008438977,1,1,-85.79076545,45.94235882,3.485229616,0.939358317122341,0.984164569445446,0.961761443283893
"52",6521,"USGS_2_6521","USGS_2",6521,1,1,1,118.4995677,0.008438849,1,1,-85.74579935,45.94235882,3.485280838,0.939358180465975,0.984164545263321,0.961761362864648
"53",6522,"USGS_2_6522","USGS_2",6522,1,1,12,118.5013247,0.101264691,1,1,-85.70083324,45.94235882,3.485335146,0.96195005037784,0.988133799055033,0.975041924716436
"54",6523,"USGS_2_6523","USGS_2",6523,1,1,2,118.5033538,0.016877159,1,1,-85.65586714,45.94235882,3.48539254,0.945621380302652,0.985270187433295,0.965445783867973
"55",6524,"USGS_2_6524","USGS_2",6524,1,1,1,118.5054496,0.00843843,1,1,-85.61090104,45.94235882,3.485453019,0.939357733115532,0.984164466102088,0.96176109960881
"56",6525,"USGS_2_6525","USGS_2",6525,1,1,2,118.5075472,0.016876562,1,1,-85.56593494,45.94235882,3.485516583,0.945621059738482,0.98527013097491,0.965445595356696
"57",6526,"USGS_2_6526","USGS_2",6526,1,1,0,118.5098298,0,1,1,-85.52096883,45.94235882,3.485583231,0,0,0
"58",6527,"USGS_2_6527","USGS_2",6527,1,1,1,118.5122478,0.008437946,1,1,-85.47600273,45.94235882,3.485652963,0.939357216339641,0.984164374655587,0.961760795497614
"59",6528,"USGS_2_6528","USGS_2",6528,1,1,0,118.5146764,0,1,1,-85.43103663,45.94235882,3.485725777,0,0,0
"60",6529,"USGS_2_6529","USGS_2",6529,1,1,16,118.5172502,0.135001445,1,1,-85.38607053,45.94235882,3.485801675,0.964578405257158,0.988594018147571,0.976586211702364
"61",6530,"USGS_2_6530","USGS_2",6530,1,1,5,118.5200003,0.042186973,1,1,-85.34110442,45.94235882,3.485880654,0.953951407383363,0.986733437281623,0.970342422332493
"62",6531,"USGS_2_6531","USGS_2",6531,1,1,4,118.5227696,0.033748789,1,1,-85.29613832,45.94235882,3.485962715,0.951917577753995,0.986376813856528,0.969147195805261
"63",6532,"USGS_2_6532","USGS_2",6532,1,1,0,118.5256271,0,1,1,-85.25117222,45.94235882,3.486047857,0,0,0
"64",6533,"USGS_2_6533","USGS_2",6533,1,1,0,118.5286267,0,1,1,-85.20620612,45.94235882,3.48613608,0,0,0
"65",6534,"USGS_2_6534","USGS_2",6534,1,1,0,118.531731,0,1,1,-85.16124002,45.94235882,3.486227382,0,0,0
"66",6535,"USGS_2_6535","USGS_2",6535,1,1,0,118.53494,0,1,1,-85.11627391,45.94235882,3.486321765,0,0,0
"67",6536,"USGS_2_6536","USGS_2",6536,1,1,0,118.5382537,0,1,1,-85.07130781,45.94235882,3.486419227,0,0,0
"68",6537,"USGS_2_6537","USGS_2",6537,1,1,0,118.5416721,0,1,1,-85.02634171,45.94235882,3.486519767,0,0,0
"69",6538,"USGS_2_6538","USGS_2",6538,1,1,0,118.5451951,0,1,1,-84.98137561,45.94235882,3.486623387,0,0,0
"70",6539,"USGS_2_6539","USGS_2",6539,1,1,0,87.24524497,0,1,1,-84.9364095,45.94235882,2.566036617,0,0,0
"71",6650,"USGS_1_6650","USGS_1",6650,1,3,0,85.09436306,0,1,3,-86.28539257,45.89739272,2.502775384,0,0,0
"72",6650,"USGS_15_6650","USGS_15",6650,1,3,0,85.09436306,0,1,3,-86.28539257,45.89739272,2.502775384,0,0,0
"73",6650,"USGS_3_6650","USGS_3",6650,1,3,0,85.09436306,0,1,3,-86.28539257,45.89739272,2.502775384,0,0,0
"74",6651,"USGS_1_6651","USGS_1",6651,1,3,2,119.2675373,0.016769022,1,3,-86.24042647,45.89739272,3.507867796,0.885404886814107,0.985259928229817,0.935332407521962
"75",6651,"USGS_15_6651","USGS_15",6651,1,3,0,119.2675051,0,1,3,-86.24042647,45.89739272,3.507867796,0,0,0
"76",6651,"USGS_3_6651","USGS_3",6651,1,3,0,119.2675051,0,1,3,-86.24042647,45.89739272,3.507867796,0,0,0
"77",6652,"USGS_1_6652","USGS_1",6652,1,3,3,157.1203807,0.01909364,1,3,-86.19546037,45.89739272,4.621186898,0.889466545472011,0.985467149246798,0.937466847359404
"78",6652,"USGS_15_6652","USGS_15",6652,1,3,0,157.1203545,0,1,3,-86.19546037,45.89739272,4.621186898,0,0,0
"79",6652,"USGS_3_6652","USGS_3",6652,1,3,5,157.1203807,0.031822733,1,3,-86.19546037,45.89739272,4.621186898,0.958453758274525,0.986282928669417,0.972368343471971
"80",6653,"USGS_1_6653","USGS_1",6653,1,3,0,65.72644249,0,1,3,-86.15049427,45.89739272,1.933130661,0,0,0
"81",6653,"USGS_15_6653","USGS_15",6653,1,3,0,65.72644249,0,1,3,-86.15049427,45.89739272,1.933130661,0,0,0
"82",6653,"USGS_3_6653","USGS_3",6653,1,3,0,65.72644249,0,1,3,-86.15049427,45.89739272,1.933130661,0,0,0
"83",6654,"USGS_1_6654","USGS_1",6654,1,3,0,186.3856701,0,1,3,-86.10552816,45.89739272,5.481931473,0,0,0
"84",6654,"USGS_15_6654","USGS_15",6654,1,3,0,186.3856701,0,1,3,-86.10552816,45.89739272,5.481931473,0,0,0
"85",6654,"USGS_3_6654","USGS_3",6654,1,3,0,186.3856701,0,1,3,-86.10552816,45.89739272,5.481931473,0,0,0
"86",6658,"USGS_2_6658","USGS_2",6658,1,1,0,108.9659679,0,1,1,-85.92566375,45.89739272,3.20488141,0,0,0
"87",6659,"USGS_2_6659","USGS_2",6659,1,1,0,118.5844439,0,1,1,-85.88069765,45.89739272,3.487777761,0,0,0
"88",6660,"USGS_2_6660","USGS_2",6660,1,1,1,118.5857504,0.008432716,1,1,-85.83573155,45.89739272,3.487816678,0.939351630295484,0.984163386170168,0.961757508232826
"89",6661,"USGS_2_6661","USGS_2",6661,1,1,0,118.5871953,0,1,1,-85.79076545,45.89739272,3.487858685,0,0,0
"90",6662,"USGS_2_6662","USGS_2",6662,1,1,1,118.5887248,0.008432505,1,1,-85.74579935,45.89739272,3.487903781,0.939351404859116,0.984163346277701,0.961757375568409
"91",6663,"USGS_2_6663","USGS_2",6663,1,1,2,118.5904629,0.016864763,1,1,-85.70083324,45.89739272,3.487951966,0.945614721856826,0.985269014732261,0.965441868294544
"92",6664,"USGS_2_6664","USGS_2",6664,1,1,2,118.5921069,0.016864529,1,1,-85.65586714,45.89739272,3.488003238,0.945614596118277,0.985268992586841,0.965441794352559
"93",6665,"USGS_2_6665","USGS_2",6665,1,1,2,118.5940431,0.016864253,1,1,-85.61090104,45.89739272,3.488057598,0.945614447809045,0.985268966466208,0.965441707137627
"94",6666,"USGS_2_6666","USGS_2",6666,1,1,15,118.5958664,0.126479956,1,1,-85.56593494,45.89739272,3.488115045,0.963982578285168,0.988489649243223,0.976236113764196
"95",6667,"USGS_2_6667","USGS_2",6667,1,1,3,118.5980185,0.025295532,1,1,-85.52096883,45.89739272,3.488175577,0.949294239480735,0.98591625739584,0.967605248438288
"96",6668,"USGS_2_6668","USGS_2",6668,1,1,3,118.6000543,0.025295098,1,1,-85.47600273,45.89739272,3.488239195,0.949294083523214,0.985916229994783,0.967605156758998
"97",6669,"USGS_2_6669","USGS_2",6669,1,1,13,118.6023829,0.109609939,1,1,-85.43103663,45.89739272,3.488305898,0.962674029625608,0.98826052671212,0.975467278168864
"98",6670,"USGS_2_6670","USGS_2",6670,1,1,1,118.6047976,0.008431362,1,1,-85.38607053,45.89739272,3.488375686,0.939350183559232,0.984163130160431,0.961756656859832
"99",6671,"USGS_2_6671","USGS_2",6671,1,1,1,118.6072024,0.008431191,1,1,-85.34110442,45.89739272,3.488448557,0.939350000830963,0.984163097825411,0.961756549328187
"100",6672,"USGS_2_6672","USGS_2",6672,1,1,2,118.6097844,0.016862015,1,1,-85.29613832,45.89739272,3.488524512,0.945613245125693,0.985268754646181,0.965440999885937
"101",6673,"USGS_2_6673","USGS_2",6673,1,1,0,118.6125207,0,1,1,-85.25117222,45.89739272,3.48860355,0,0,0
"102",6674,"USGS_2_6674","USGS_2",6674,1,1,2,118.6153414,0.016861225,1,1,-85.20620612,45.89739272,3.48868567,0.945612820548176,0.985268679868334,0.965440750208255
"103",6675,"USGS_2_6675","USGS_2",6675,1,1,15,118.6182388,0.126456101,1,1,-85.16124002,45.89739272,3.488770872,0.963980854408854,0.988489347321247,0.976235100865051
"104",6676,"USGS_2_6676","USGS_2",6676,1,1,4,118.6212521,0.03372077,1,1,-85.11627391,45.89739272,3.488859155,0.951910013464245,0.986375486822108,0.969142750143176
"105",6677,"USGS_2_6677","USGS_2",6677,1,1,0,118.6243177,0,1,1,-85.07130781,45.89739272,3.488950519,0,0,0
"106",6678,"USGS_2_6678","USGS_2",6678,1,1,0,118.6275288,0,1,1,-85.02634171,45.89739272,3.489044964,0,0,0
"107",6679,"USGS_2_6679","USGS_2",6679,1,1,0,118.6308446,0,1,1,-84.98137561,45.89739272,3.489142489,0,0,0
"108",6680,"USGS_2_6680","USGS_2",6680,1,1,3,118.6342221,0.025287813,1,1,-84.9364095,45.89739272,3.489243094,0.949291465268153,0.985915769978378,0.967603617623265
"109",6681,"USGS_2_6681","USGS_2",6681,1,1,0,118.6377904,0,1,1,-84.8914434,45.89739272,3.489346778,0,0,0
"110",6682,"USGS_2_6682","USGS_2",6682,1,1,1,77.72993276,0.012865057,1,1,-84.8464773,45.89739272,2.28617372,0.94316417816224,0.98483703833937,0.964000608250805
"111",6792,"USGS_1_6792","USGS_1",6792,1,3,1,75.85935068,0.013182291,1,3,-86.33035868,45.85242661,2.231156081,0.877898703296071,0.984875901393784,0.931387302344928
"112",6792,"USGS_15_6792","USGS_15",6792,1,3,0,75.85930676,0,1,3,-86.33035868,45.85242661,2.231156081,0,0,0
"113",6792,"USGS_3_6792","USGS_3",6792,1,3,1,75.85935068,0.013182291,1,3,-86.33035868,45.85242661,2.231156081,0.952401238168645,0.984875901393784,0.968638569781214
"114",6793,"USGS_1_6793","USGS_1",6793,1,3,0,128.4273074,0,1,3,-86.28539257,45.85242661,3.777273747,0,0,0
"115",6793,"USGS_15_6793","USGS_15",6793,1,3,0,128.4273074,0,1,3,-86.28539257,45.85242661,3.777273747,0,0,0
"116",6793,"USGS_3_6793","USGS_3",6793,1,3,7,128.4273862,0.054505509,1,3,-86.28539257,45.85242661,3.777273747,0.962164503903035,0.987142976683815,0.974653740293425
"117",6794,"USGS_1_6794","USGS_1",6794,1,3,14,148.8596483,0.094048321,1,3,-86.24042647,45.85242661,4.378226509,0.939167734608635,0.988015502273591,0.963591618441113
"118",6794,"USGS_15_6794","USGS_15",6794,1,3,0,148.8597013,0,1,3,-86.24042647,45.85242661,4.378226509,0,0,0
"119",6794,"USGS_3_6794","USGS_3",6794,1,3,12,148.8596748,0.080612832,1,3,-86.24042647,45.85242661,4.378226509,0.964868990740246,0.987768876078631,0.976318933409438
"120",6795,"USGS_1_6795","USGS_1",6795,1,3,7,55.6825272,0.125712685,1,3,-86.19546037,45.85242661,1.637722725,0.94785625731042,0.988479909617841,0.96816808346413
"121",6795,"USGS_15_6795","USGS_15",6795,1,3,0,55.68257265,0,1,3,-86.19546037,45.85242661,1.637722725,0,0,0
"122",6795,"USGS_3_6795","USGS_3",6795,1,3,1,55.68254992,0.017958948,1,3,-86.19546037,45.85242661,1.637722725,0.954521039582501,0.985369350382042,0.969945194982271
"123",6796,"USGS_1_6796","USGS_1",6796,1,3,10,194.8243153,0.051328295,1,3,-86.15049427,45.85242661,5.730128604,0.920485346029447,0.987046953247046,0.953766149638247
"124",6796,"USGS_15_6796","USGS_15",6796,1,3,0,194.8243725,0,1,3,-86.15049427,45.85242661,5.730128604,0,0,0
"125",6796,"USGS_3_6796","USGS_3",6796,1,3,0,194.8243725,0,1,3,-86.15049427,45.85242661,5.730128604,0,0,0
"126",6800,"USGS_2_6800","USGS_2",6800,1,1,1,105.4462738,0.009483502,1,1,-85.97062986,45.85242661,3.101359811,0.940410208307177,0.984350630058846,0.962380419183012
"127",6801,"USGS_2_6801","USGS_2",6801,1,1,0,118.6781493,0,1,1,-85.92566375,45.85242661,3.490533802,0,0,0
"128",6802,"USGS_2_6802","USGS_2",6802,1,1,4,118.6799409,0.033704095,1,1,-85.88069765,45.85242661,3.490586087,0.951905508749057,0.986374696538932,0.969140102643995
"129",6803,"USGS_2_6803","USGS_2",6803,1,1,8,118.6817267,0.067407176,1,1,-85.83573155,45.85242661,3.490641459,0.958229760810887,0.987482707350868,0.972856234080878
"130",6804,"USGS_2_6804","USGS_2",6804,1,1,0,118.6837972,0,1,1,-85.79076545,45.85242661,3.490699917,0,0,0
"131",6805,"USGS_2_6805","USGS_2",6805,1,1,13,118.6859668,0.109532747,1,1,-85.74579935,45.85242661,3.490761462,0.962667589226345,0.988259399264995,0.97546349424567
"132",6806,"USGS_2_6806","USGS_2",6806,1,1,16,118.688061,0.134807156,1,1,-85.70083324,45.85242661,3.490826091,0.964565245869014,0.988591712721802,0.976578479295408
"133",6807,"USGS_2_6807","USGS_2",6807,1,1,4,118.6903956,0.033701126,1,1,-85.65586714,45.85242661,3.490893806,0.951904706447858,0.9863745557873,0.969139631117579
"134",6808,"USGS_2_6808","USGS_2",6808,1,1,12,118.6929736,0.101101183,1,1,-85.61090104,45.85242661,3.490964605,0.961935276359832,0.988131213168866,0.975033244764349
"135",6809,"USGS_2_6809","USGS_2",6809,1,1,149,118.6951162,1.255317024,1,1,-85.56593494,45.85242661,3.491038488,0.984441340910933,0.992165362043944,0.988303351477439
"136",6810,"USGS_2_6810","USGS_2",6810,1,1,6,118.6978945,0.050548496,1,1,-85.52096883,45.85242661,3.491115454,0.955601142320977,0.987022478566176,0.971311810443576
"137",6811,"USGS_2_6811","USGS_2",6811,1,1,88,118.7006696,0.741360603,1,1,-85.47600273,45.85242661,3.491195503,0.979929538388041,0.991322103853613,0.985625821120827
"138",6812,"USGS_2_6812","USGS_2",6812,1,1,59,118.703559,0.497036487,1,1,-85.43103663,45.85242661,3.491278635,0.976394080954996,0.990681586469329,0.983537833712162
"139",6813,"USGS_2_6813","USGS_2",6813,1,1,4,118.7065103,0.033696551,1,1,-85.38607053,45.85242661,3.491364847,0.951903470026077,0.986374338875649,0.969138904450863
"140",6814,"USGS_2_6814","USGS_2",6814,1,1,0,118.7094408,0,1,1,-85.34110442,45.85242661,3.491454142,0,0,0
"141",6815,"USGS_2_6815","USGS_2",6815,1,1,4,118.7124885,0.033694854,1,1,-85.29613832,45.85242661,3.491546516,0.951903011359013,0.986374258409359,0.969138634884186
"142",6816,"USGS_2_6816","USGS_2",6816,1,1,1,118.7157851,0.00842348,1,1,-85.25117222,45.85242661,3.491641972,0.939341757141364,0.984161639043101,0.961751698092232
"143",6817,"USGS_2_6817","USGS_2",6817,1,1,4,118.7190962,0.033692979,1,1,-85.20620612,45.85242661,3.491740507,0.951902504555216,0.986374169498175,0.969138337026695
"144",6818,"USGS_2_6818","USGS_2",6818,1,1,1,118.72259,0.008422997,1,1,-85.16124002,45.85242661,3.491842122,0.939341240525945,0.984161547623833,0.961751394074889
"145",6819,"USGS_2_6819","USGS_2",6819,1,1,63,118.7260513,0.53063333,1,1,-85.11627391,45.85242661,3.491946816,0.976977122468777,0.990786377138484,0.98388174980363
"146",6820,"USGS_2_6820","USGS_2",6820,1,1,13,118.7299922,0.109492132,1,1,-85.07130781,45.85242661,3.492054589,0.962664198749599,0.988258805733761,0.97546150224168
"147",6821,"USGS_2_6821","USGS_2",6821,1,1,43,118.7336941,0.362154992,1,1,-85.02634171,45.85242661,3.49216544,0.973552576482781,0.990174373150631,0.981863474816706
"148",6822,"USGS_2_6822","USGS_2",6822,1,1,4,118.7375398,0.033687745,1,1,-84.98137561,45.85242661,3.492279369,0.951901089680979,0.986373921279422,0.969137505480201
"149",6823,"USGS_2_6823","USGS_2",6823,1,1,14,118.741484,0.117903192,1,1,-84.9364095,45.85242661,3.492396375,0.963340765376222,0.988377256414737,0.975859010895479
"150",6824,"USGS_2_6824","USGS_2",6824,1,1,6,118.7454938,0.050528233,1,1,-84.8914434,45.85242661,3.49251646,0.955597482691485,0.987021837579812,0.971309660135649
"151",6825,"USGS_2_6825","USGS_2",6825,1,1,31,118.7496679,0.261053362,1,1,-84.8464773,45.85242661,3.492639621,0.970589357022043,0.989649985358497,0.98011967119027
"152",6826,"USGS_2_6826","USGS_2",6826,1,1,3,118.3004122,0.025359168,1,1,-84.8015112,45.85242661,3.479424613,0.949317078314795,0.985920270051341,0.967618674183068
"153",6930,"USGS_1_6930","USGS_1",6930,1,3,104,66.18912909,1.571255,1,3,-86.37532478,45.80746051,1.946742874,0.997795119916003,0.992524475209938,0.99515979756297
"154",6930,"USGS_15_6930","USGS_15",6930,1,3,0,66.18925771,0,1,3,-86.37532478,45.80746051,1.946742874,0,0,0
"155",6930,"USGS_3_6930","USGS_3",6930,1,3,0,66.18925771,0,1,3,-86.37532478,45.80746051,1.946742874,0,0,0
"156",6931,"USGS_1_6931","USGS_1",6931,1,3,72,138.0226308,0.521653584,1,3,-86.33035868,45.80746051,4.059488811,0.984010923794446,0.990759033179343,0.987384978486895
"157",6931,"USGS_15_6931","USGS_15",6931,1,3,0,138.0226196,0,1,3,-86.33035868,45.80746051,4.059488811,0,0,0
"158",6931,"USGS_3_6931","USGS_3",6931,1,3,2,138.0226308,0.014490377,1,3,-86.33035868,45.80746051,4.059488811,0.953049385702784,0.985026856886261,0.969038121294523
"159",6932,"USGS_1_6932","USGS_1",6932,1,3,17,140.1657722,0.121284959,1,3,-86.28539257,45.80746051,4.122524131,0.946796153501176,0.988422518034108,0.967609335767642
"160",6932,"USGS_15_6932","USGS_15",6932,1,3,0,140.1658205,0,1,3,-86.28539257,45.80746051,4.122524131,0,0,0
"161",6932,"USGS_3_6932","USGS_3",6932,1,3,2,140.1657963,0.014268816,1,3,-86.28539257,45.80746051,4.122524131,0.952943800744908,0.985002270646965,0.968973035695937
"162",6933,"USGS_1_6933","USGS_1",6933,1,3,50,64.30075459,0.777595851,1,3,-86.24042647,45.80746051,1.891198581,0.990781785202867,0.991398538907037,0.991090162054952
"163",6933,"USGS_15_6933","USGS_15",6933,1,3,0,64.30075175,0,1,3,-86.24042647,45.80746051,1.891198581,0,0,0
"164",6933,"USGS_3_6933","USGS_3",6933,1,3,0,64.30075175,0,1,3,-86.24042647,45.80746051,1.891198581,0,0,0
"165",6934,"USGS_1_6934","USGS_1",6934,1,3,9,203.6974615,0.044183172,1,3,-86.19546037,45.80746051,5.99110192,0.915797053178702,0.986807332125548,0.951302192652125
"166",6934,"USGS_15_6934","USGS_15",6934,1,3,0,203.6974653,0,1,3,-86.19546037,45.80746051,5.99110192,0,0,0
"167",6934,"USGS_3_6934","USGS_3",6934,1,3,0,203.6974653,0,1,3,-86.19546037,45.80746051,5.99110192,0,0,0
"168",6938,"USGS_2_6938","USGS_2",6938,1,1,3,118.7686472,0.025259191,1,1,-86.01559596,45.80746051,3.49319537,0.949281171162327,0.985913961340128,0.967597566251228
"169",6939,"USGS_2_6939","USGS_2",6939,1,1,0,118.7697921,0,1,1,-85.97062986,45.80746051,3.493229181,0,0,0
"170",6940,"USGS_2_6940","USGS_2",6940,1,1,4,118.7711147,0.033678222,1,1,-85.92566375,45.80746051,3.493266084,0.951898514828,0.986373469559089,0.969135992193545
"171",6941,"USGS_2_6941","USGS_2",6941,1,1,1,118.7724006,0.008419464,1,1,-85.88069765,45.80746051,3.493306079,0.939337460746032,0.984160878760133,0.961749169753083
"172",6942,"USGS_2_6942","USGS_2",6942,1,1,2,118.7738224,0.016838727,1,1,-85.83573155,45.80746051,3.493349165,0.945600720934333,0.985266548839192,0.965433634886762
